Well ID,Depth,Temp
NWG 55-29,413.1055898,62.70616668
NWG 55-29,413.2579898,62.70866668
NWG 55-29,413.4103898,62.70605557
NWG 55-29,413.5627898,62.71250001
NWG 55-29,413.7151898,62.71416668
NWG 55-29,413.8675898,62.71461112
NWG 55-29,414.0199898,62.7188889
NWG 55-29,414.1723898,62.72016668
NWG 55-29,414.3247898,62.72316668
NWG 55-29,414.4771898,62.72961112
NWG 55-29,414.6295898,62.73394446
NWG 55-29,414.7819898,62.73561112
NWG 55-29,414.9343898,62.7368889
NWG 55-29,415.0867898,62.74111112
NWG 55-29,415.2391898,62.74150001
NWG 55-29,415.3915898,62.74833334
NWG 55-29,415.5439898,62.74666668
NWG 55-29,415.6963898,62.74927779
NWG 55-29,415.8487898,62.74972223
NWG 55-29,416.0011898,62.75227779
NWG 55-29,416.1535898,62.75477779
NWG 55-29,416.3059898,62.75650001
NWG 55-29,416.4583898,62.75905557
NWG 55-29,416.6107898,62.76033334
NWG 55-29,416.7631898,62.76411112
NWG 55-29,416.9155898,62.7678889
NWG 55-29,417.0679898,62.77166668
NWG 55-29,417.2203898,62.77633334
NWG 55-29,417.3727898,62.77894446
NWG 55-29,417.5251898,62.78155557
